Athlete	CountryName	CountryCode	Gender	Sport	Medals	Appearances
bob schul	United States of America	USA	Male	Athletics	1	1
bob sohl	United States of America	USA	Male	Swimming	1	1
bob tisdall	Ireland	IRL	Male	Athletics	1	1
bodo t?mmler	West Germany	FRG	Male	Athletics	1	1
bo gustafsson	Sweden	SWE	Male	Athletics	1	1
bohuslav karl?k	Czech Republic	CZE	Male	Canoeing	1	1
bong-ju lee	South Korea	KOR	Male	Athletics	1	1
bonnie mealing	Australia	AUS	Female	Swimming	1	1
borislav ananiev, nikolay ilkov	Bulgaria	BUL	Male	Canoeing	1	1
borislav borisov, lazar khristov, bozhidar milenkov, ivan manev	Bulgaria	BUL	Male	Canoeing	1	1
boris steimetz, fabien gilot, alain bernard, fr?d?rick bousquet, amaury leveaux, gregory mallet	France	FRA	Male	Swimming	1	1
botond storcz, g?bor horv?th, zoltan kammerer, akos vereckei	Hungary	HUN	Male	Canoeing	1	1
bouguerra el quafi	France	FRA	Male	Athletics	1	1
bowen stassforth	United States of America	USA	Male	Swimming	1	1
brad bridgewater	United States of America	USA	Male	Swimming	1	1
bradford cooper	Australia	AUS	Male	Swimming	1	1
bradley lewis, paul enquist	United States of America	USA	Male	Rowing	1	1
brahim boutayeb	Morocco	MAR	Male	Athletics	1	1
brahim lahlafi	Morocco	MAR	Male	Athletics	1	1
b?rbel w?ckel-eckert	German Democratic Republic	GDR	Female	Athletics	2	2
b?rbel w?ckel-eckert, renate stecher, carla bodendorf, marlies g?hr-oelsner	German Democratic Republic	GDR	Female	Athletics	1	1
brenda helser, thelma kalama, marie corridon, ann curtis	United States of America	USA	Female	Swimming	1	1
brenda jones	Australia	AUS	Female	Athletics	1	1
brendan foster	Great Britain	GBR	Male	Athletics	1	1
brendan hansen	United States of America	USA	Male	Swimming	3	2
brendan hansen, michael phelps, nathan adrian, matthew grevers	United States of America	USA	Male	Swimming	1	1
brent hayden	Canada	CAN	Male	Swimming	1	1
brenton rickard	Australia	AUS	Male	Swimming	1	1
brian diemer	United States of America	USA	Male	Athletics	1	1
brian goodell	United States of America	USA	Male	Swimming	2	1
brian job	United States of America	USA	Male	Swimming	1	1
brian peaker, dave boyes, gavin hassett, jeffrey lay	Canada	CAN	Male	Rowing	1	1
bridgitte hartley	South Africa	RSA	Female	Canoeing	1	1
brigita bukovec	Slovenia	SLO	Female	Athletics	1	1
brimin kiprop	Kenya	KEN	Male	Athletics	1	1
brimin kipruto	Kenya	KEN	Male	Athletics	1	1
britta oppelt, annekatrin thiele, carina baer, julia richter	Germany	GER	Female	Rowing	1	1
britta oppelt, peggy waleska	Germany	GER	Female	Rowing	1	1
britta steffen	Germany	GER	Female	Swimming	2	1
britta steffen, meike freitag	Germany	GER	Female	Swimming	1	1
bronislaw malinowski	Poland	POL	Male	Athletics	2	2
bronte barratt	Australia	AUS	Female	Swimming	1	1
bronte barratt, alicia coutts, kylie palmer, melanie schlanger	Australia	AUS	Female	Swimming	1	1
brooke bennett	United States of America	USA	Female	Swimming	3	2
brooke hanson	Australia	AUS	Female	Swimming	1	1
bruce furniss	United States of America	USA	Male	Swimming	1	1
bruce robertson	Canada	CAN	Male	Swimming	1	1
bruno boni, felice fanetti	Italy	ITA	Male	Rowing	1	1
bruno junk	Soviet Union	URS	Male	Athletics	1	1
bruno mascarenhas, lorenzo bertini, catello amarante, salvatore amitrano	Italy	ITA	Male	Rowing	1	1
bud spencer, frederick alderman, george baird, raymond barbuti	United States of America	USA	Male	Athletics	1	1
buffy alexander, laryssa biesenthal, heather davis, alison korn, theresa luke, emma robinson, heather mcdermid, dorota urbaniak, lesley thompson	Canada	CAN	Female	Rowing	1	1
buster crabbe	United States of America	USA	Male	Swimming	2	2
butch reynolds	United States of America	USA	Male	Athletics	1	1
cafaro, francia, lofgren, ritzel, musnicki, logan, lind, davies, whipple	United States of America	USA	Female	Rowing	1	1
caitlin leverenz	United States of America	USA	Female	Swimming	1	1
calvin davis	United States of America	USA	Male	Athletics	1	1
calvin smith	United States of America	USA	Male	Athletics	1	1
camelia potec	Romania	ROM	Female	Swimming	1	1
cameron henning	Canada	CAN	Male	Swimming	1	1
cameron van der burgh	South Africa	RSA	Male	Swimming	1	1
camille muffat	France	FRA	Female	Swimming	2	1
caren metschuck	German Democratic Republic	GDR	Female	Swimming	2	1
caren metschuck, andrea pollack, ute geweniger, rica reinisch	German Democratic Republic	GDR	Female	Swimming	1	1
carina ljungdahl, agneta eriksson, tina gustafsson, agneta m?tensson	Sweden	SWE	Female	Swimming	1	1
carin cone	United States of America	USA	Female	Swimming	1	1
carin ter beek, pieta van dishoeck, eeke van nes, anneke venema, marieke westerhof, nelleke penninx, elien meijer, martijntje quik, tessa appeldoorn	Netherlands	NED	Female	Rowing	1	1
carl kaufmann	Germany	GER	Male	Athletics	1	1
carl lewis	United States of America	USA	Male	Athletics	4	2
carlo monti, michele tito, enrico perucconi, antonio siddi	Italy	ITA	Male	Athletics	1	1
carlos mercenario	Mexico	MEX	Male	Athletics	1	1
carlos perez, saul craviotto	Spain	ESP	Male	Canoeing	1	1
carlos sousa lopes	Portugal	POR	Male	Athletics	2	2
carl robie	United States of America	USA	Male	Swimming	2	2
carmela schmidt	German Democratic Republic	GDR	Female	Swimming	2	1
carmelita jeter	United States of America	USA	Female	Athletics	2	1
carola zirzow	German Democratic Republic	GDR	Female	Canoeing	1	1
carola zirzow, b?rbel k?ster	German Democratic Republic	GDR	Female	Canoeing	1	1
carolina evers-swindell, georgina evers-swindell	New Zealand	NZL	Female	Rowing	2	2
caroline brunet	Canada	CAN	Female	Canoeing	3	3
carolin martina leonhardt, katrin wagner-augustin, tina dietze, franziska weber	Germany	GER	Female	Canoeing	1	1
carolyn schuler	United States of America	USA	Female	Swimming	1	1
carolyn schuler, chris von saltza, lynn burke, patty kempner	United States of America	USA	Female	Swimming	1	1
carrie steinseifer	United States of America	USA	Female	Swimming	1	1
carrie steinseifer, dara torres, nancy hogshead, jenna johnson	United States of America	USA	Female	Swimming	1	1
carsta gen?u?, martina bischof	German Democratic Republic	GDR	Female	Canoeing	1	1
caster semenya	South Africa	RSA	Female	Athletics	1	1
cate campbell	Australia	AUS	Female	Swimming	1	1
cate campbell, alice mills, shayne reese, melanie schlanger, lisbeth trickett	Australia	AUS	Female	Swimming	1	1
cate campbell, alicia coutts, melanie schlanger, brittany elmslie	Australia	AUS	Female	Swimming	1	1
cath bishop, katherine grainger	Great Britain	GBR	Female	Rowing	1	1
catherine carr	United States of America	USA	Female	Swimming	1	1
catherine fox, lisa jacob, angel martino, jenny thompson, melanie valerio, amy van dyken	United States of America	USA	Female	Swimming	1	1
catherine gibson	Great Britain	GBR	Female	Swimming	1	1
catherine ndereba	Kenya	KEN	Female	Athletics	2	2
catherine plewinski	France	FRA	Female	Swimming	2	2
catherine poirot	France	FRA	Female	Swimming	1	1
cathleen rund	Germany	GER	Female	Swimming	1	1
cathy ferguson	United States of America	USA	Female	Swimming	1	1
cathy freeman	Australia	AUS	Female	Athletics	2	2
cecil healy	Australasia	ANZ	Male	Swimming	1	2
cecil healy	Australia	AUS	Male	Swimming	1	2
cecil healy, leslie boardman, malcolm champion, harold hardwick	Australasia	ANZ	Male	Swimming	1	1
cerstin petersmann, dana pyritz, daniela neunast, judith zeidler, ute wagner-stange, annegret strauch, kathrin haacker, christiane harzendorf, sylvia d?rdelmann	Germany	GER	Female	Rowing	1	1
cesar cielofilho	Brazil	BRA	Male	Swimming	2	1
cesar cielo filho	Brazil	BRA	Male	Swimming	1	1
cesare milani, enrico garzelli, guglielmo del bimbo, renato bracci, mario balleri, renato barbieri, dino barsotti, vittorio cioni, roberto vestrini	Italy	KIT	Male	Rowing	1	1
chad le clos	South Africa	RSA	Male	Swimming	2	1
chandra cheeseborough	United States of America	USA	Female	Athletics	1	1
chandra cheeseborough, jeanette bolden, alice brown, evelyn ashford	United States of America	USA	Female	Athletics	1	1
chandra sturrup, sevatheda fynes, pauline davis-thompson, eldece clark	Bahamas	BAH	Female	Athletics	1	1
charilaos vasilakos	Greece	GRE	Male	Athletics	1	1
charles asati, hezekiah nyamau, robert ouko, julius sang	Kenya	KEN	Male	Athletics	1	1
charles bacon	United States of America	USA	Male	Athletics	1	1
charles bennett	Great Britain	GBR	Male	Athletics	1	1
charles borah, jimmy quinn, frank wykoff, hank russell	United States of America	USA	Male	Athletics	1	1
charles burnell, raymond etherington-smith, henry bucknall, albert gladstone, gilchrist maclagen, banner johnstone, frederick kelly, guy nickalls, ronald sanderson	Great Britain	GBR	Male	Rowing	1	1
charles chandler, james blair, david dunlap, norris graham, duncan gregg, winslow hall, harold tower, edwin salisbury, burton jastram	United States of America	USA	Male	Rowing	1	1
charles daniels	United States of America	USA	Male	Swimming	2	2
charles day, gordon adam, donald hume, george hunt, james mcmillin, bob moch, herbert morris, joseph rantz, john white	United States of America	USA	Male	Rowing	1	1
charles gmelin	Great Britain	GBR	Male	Athletics	1	1
charles hefferon	South Africa	SAF	Male	Athletics	1	1
charles hickcox	United States of America	USA	Male	Swimming	3	1
charles hickcox, donald mckenzie, kenneth walsh, douglas russell	United States of America	USA	Male	Swimming	1	1
charles jenkins	United States of America	USA	Male	Athletics	1	1
charles lelong, pierre failliot, robert schurrer, charles poulenard	France	FRA	Male	Athletics	1	1
charles moore	United States of America	USA	Male	Athletics	1	1
charles paddock	United States of America	USA	Male	Athletics	3	2
charles reidpath	United States of America	USA	Male	Athletics	1	1
charles spedding	Great Britain	GBR	Male	Athletics	1	1
charlie greene	United States of America	USA	Male	Athletics	1	1
charlotte radcliffe, hilda james, constance jeans, grace mckenzie	Great Britain	GBR	Female	Swimming	1	1
charmaine crooks, molly killingbeck, marita payne, jillian richardson	Canada	CAN	Female	Athletics	1	1
cheryl gibson	Canada	CAN	Female	Swimming	1	1
chester jastremski	United States of America	USA	Male	Swimming	1	1
chris brasher	Great Britain	GBR	Male	Athletics	1	1
chris jacobs	United States of America	USA	Male	Swimming	1	1
chris jacobs, matt biondi, david berkoff, richard schroeder	United States of America	USA	Male	Swimming	1	1
chris mahoney, duncan mcdougall, malcolm mcgowan, colin moynihan, john pritchard, richard stanhope, john clay, andrew justice, allan whitwell	Great Britain	GBR	Male	Rowing	1	1
christa stubnick	Germany	GER	Female	Athletics	2	1
chris thompson	United States of America	USA	Male	Swimming	1	1
christiane huth, annekatrin thiele	Germany	GER	Female	Rowing	1	1
christiane knacke	German Democratic Republic	GDR	Female	Swimming	1	1
christiane pielke, iris zscherpe, susanne schuster, karin seick	West Germany	FRG	Female	Swimming	1	1
christiane wartenberg	German Democratic Republic	GDR	Female	Athletics	1	1
christian gille, tomasz wylenzek	Germany	GER	Male	Canoeing	3	2
christian gitsham	South Africa	SAF	Male	Athletics	1	1
christian ryan, nick porzig, mike mckay, stuart welch, robert jahrling, brett hayman, alastair gordon, daniel burke, jaime fernandez	Australia	AUS	Male	Rowing	1	1
christian sprenger	Australia	AUS	Male	Swimming	1	1
christian sprenger, hayden stoeckel, matt targett, james magnussen	Australia	AUS	Male	Swimming	1	1
christina lathan-brehmer	German Democratic Republic	GDR	Female	Athletics	2	2
christina lathan-brehmer, barbara krug, marita koch, gabriele l?we	German Democratic Republic	GDR	Female	Athletics	1	1
christina lathan-brehmer, doris maletzki, brigitte rohde, ellen streidt	German Democratic Republic	GDR	Female	Athletics	1	1
christine collins, sarah garner	United States of America	USA	Female	Rowing	1	1
christine gosse, h?l?ne cortin	France	FRA	Female	Rowing	1	1
christine magnuson	United States of America	USA	Female	Swimming	1	1
christine ohuruogu	Great Britain	GBR	Female	Athletics	2	2
christine wachtel	German Democratic Republic	GDR	Female	Athletics	1	1
christoph h?hne	German Democratic Republic	GDR	Male	Athletics	1	1
chris von saltza	United States of America	USA	Female	Swimming	2	1
chris von saltza, shirley stobs, joan spillane, carolyn wood	United States of America	USA	Female	Swimming	1	1
chris williams, danny mcfarlane, michael blackwood, greg haughton	Jamaica	JAM	Male	Athletics	1	1
claire dennis	Australia	AUS	Female	Swimming	1	1
clarence demar	United States of America	USA	Male	Athletics	1	1
clarke scholes	United States of America	USA	Male	Swimming	1	1
claude piquemal, g?rard f?nouil, jocelyn delecour, roger bambuck	France	FRA	Male	Athletics	1	1
claudia blasberg, daniela reimer	Germany	GER	Female	Rowing	1	1
claudia blasberg, valerie viehoff	Germany	GER	Female	Rowing	1	1
claudia kolb	United States of America	USA	Female	Swimming	3	2
claudia poll	Costa Rica	CRC	Female	Swimming	3	2
claudia zaczkiewicz	West Germany	FRG	Female	Athletics	1	1
clement chukwu, sunday bada, jude monye, enefiok udo-obong	Nigeria	NGR	Male	Athletics	1	1
cliff cushman	United States of America	USA	Male	Athletics	1	1
clinton hill, patrick dwyer, mark ormrod, john steffensen	Australia	AUS	Male	Athletics	1	1
clint robinson	Australia	AUS	Male	Canoeing	2	2
clint robinson, nathan baggaley	Australia	AUS	Male	Canoeing	1	1
clyde hefer, stephen evans, james battersby, ian edmunds, craig muller, sam patten, ion popa, gavin thredgold, timothy willoughby	Australia	AUS	Male	Rowing	1	1
clyde scott	United States of America	USA	Male	Athletics	1	1
colette besson	France	FRA	Female	Athletics	1	1
colin jackson	Great Britain	GBR	Male	Athletics	1	1
colin smith, tom stallard, josh west, matthew langridge, tom lucy, alex partridge, alastair heathcote, richard egington	Great Britain	GBR	Male	Rowing	1	1
colin von ettingshausen, peter h?ltzenbein	Germany	GER	Male	Rowing	1	1
colleen lanne, kara lynn joyce, maritza correia, lindsay benko, natalie coughlin, amanda weir, jenny thompson	United States of America	USA	Female	Swimming	1	1
con cochran, alan helffrich, oliver macdonald, bill stevenson	United States of America	USA	Male	Athletics	1	1
conny van bentum, desi reijers, annemarie verstappen, elles voskes	Netherlands	NED	Female	Swimming	1	1
conny van bentum, marianne muis, mildred muis, karin brienese	Netherlands	NED	Female	Swimming	1	1
conny van bentum, wilma van velsen, reggie de jong, annelies maas	Netherlands	NED	Female	Swimming	1	1
conny wassmuth, katrin wagner, fanny fischer, nicole reinhardt	Germany	GER	Female	Canoeing	1	1
conrad robertson, shane o'brien, les o'connell, keith trask	New Zealand	NZL	Male	Rowing	1	1
constance titus	United States of America	USA	Male	Rowing	1	1
constanta burcica-pipota, angela alupei	Romania	ROM	Female	Rowing	1	1
constanta burcica-pipota, camelia macoviciuc	Romania	ROM	Female	Rowing	1	1
constantina tomescu	Romania	ROM	Female	Athletics	1	1
cornelia polit	German Democratic Republic	GDR	Female	Swimming	1	1
cornelia sideri, hilde lauer	Romania	ROM	Female	Canoeing	1	1
cornelia sirch	German Democratic Republic	GDR	Female	Swimming	2	1
costica olaru	Romania	ROM	Male	Canoeing	1	1
courtney shealy, ashley tappin, dara torres, erin phenix, amy van dyken, jenny thompson	United States of America	USA	Female	Swimming	1	1
craig dixon	United States of America	USA	Male	Athletics	1	1
crissy ahmann-leighton	United States of America	USA	Female	Swimming	1	1
cristiena cojocaru	Romania	ROM	Female	Athletics	1	1
cristina teuscher	United States of America	USA	Female	Swimming	1	1
csaba giczi, istv?n tim?r	Hungary	HUN	Male	Canoeing	1	1
csaba horv?th, gy?rgy kolonics	Hungary	HUN	Male	Canoeing	2	1
cullen jones	United States of America	USA	Male	Swimming	1	1
curtis myden	Canada	CAN	Male	Swimming	3	2
cyril gill, jack london, edward smouha, walter rangeley	Great Britain	GBR	Male	Athletics	1	1
cyril stiles, fred thompson	New Zealand	NZL	Male	Rowing	1	1
dagmar hase	Germany	GER	Female	Swimming	5	2
daichi suzuki	Japan	JPN	Male	Swimming	1	1
dana schoenfield	United States of America	USA	Female	Swimming	1	1
dana vollmer	United States of America	USA	Female	Swimming	1	1
dana vollmer, allison schmitt, missy franklin, shannon vreeland	United States of America	USA	Female	Swimming	1	1
dana vollmer, allison schmitt, rebecca soni, missy franklin	United States of America	USA	Female	Swimming	1	1
dana vollmer, rhi jeffrey, lindsay benko, natalie coughlin, carly piper, kaitlin sandeno, rachel komisarz	United States of America	USA	Female	Swimming	1	1
daniela hunger	German Democratic Republic	GDR	Female	Swimming	2	2
daniela hunger	Germany	GER	Female	Swimming	1	2
daniela hunger, kathrin mei?ner, kristin otto, manuela stellmach	German Democratic Republic	GDR	Female	Swimming	1	1
daniela neunast, ute wild, ute wagner-stange, beatrix schr?er, annegret strauch, ramona balthasar, anja kluge, kathrin haacker, judith zeidler	German Democratic Republic	GDR	Female	Rowing	1	1
daniela walkowiak?wna	Poland	POL	Female	Canoeing	1	1
daniel barrow	United States of America	USA	Male	Rowing	1	1
daniel bautista	Mexico	MEX	Male	Athletics	1	1
daniele scarpa, antonio rossi	Italy	ITA	Male	Canoeing	1	1
daniel gyurta	Hungary	HUN	Male	Swimming	2	2
daniel harrigan	United States of America	USA	Male	Swimming	1	1
daniel jedraszko, pawel baraszkiewicz	Poland	POL	Male	Canoeing	1	1
daniel kowalski	Australia	AUS	Male	Swimming	3	1
daniel plaza	Spain	ESP	Male	Athletics	1	1
daniel sangouma, gilles qu?n?herv?, max morini?re, bruno marie-rose	France	FRA	Male	Athletics	1	1
dan kinsey	United States of America	USA	Male	Athletics	1	1
danny collins, andrew trim	Australia	AUS	Male	Canoeing	1	1
danny everett	United States of America	USA	Male	Athletics	1	1
danny harris	United States of America	USA	Male	Athletics	1	1
danny mcfarlane	Jamaica	JAM	Male	Athletics	1	1
danuta kozak	Hungary	HUN	Female	Canoeing	1	1
danut dobre, marin gheorghe, vasile lonel mastacan, claudiu gabriel marin, vasile dorel nastase, loan lulian vizitiu, iulica ruican, viorel talapan, valentin robu	Romania	ROM	Male	Rowing	1	1
danyon loader	New Zealand	NZL	Male	Swimming	3	2
daphne hasenjager	South Africa	SAF	Female	Athletics	1	1
dara torres	United States of America	USA	Female	Swimming	4	2
darcy hadfield	New Zealand	NZL	Male	Rowing	1	1
dario dentale, luca agamennoni, lorenzo porzio, raffaello leonardo	Italy	ITA	Male	Rowing	1	1
darren campbell	Great Britain	GBR	Male	Athletics	1	1
dave hall	United States of America	USA	Male	Athletics	1	1
dave wottle	United States of America	USA	Male	Athletics	1	1
davian clarke, greg haughton, michael mcdonald, roxbert martin	Jamaica	JAM	Male	Athletics	1	1
david berkoff	United States of America	USA	Male	Swimming	2	2
david cal	Spain	ESP	Male	Canoeing	5	3
david collins, william carlucci, jeff pfaendtner, marc schneider	United States of America	USA	Male	Rowing	1	1
david crawshay, scott brennan	Australia	AUS	Male	Rowing	1	1
david davies	Great Britain	GBR	Male	Swimming	1	1
davide rummolo	Italy	ITA	Male	Swimming	1	1
david fox, scott tucker, jon olsen, brad schumacher, josh davis, gary hall jr.	United States of America	USA	Male	Swimming	1	1
david gillanders	United States of America	USA	Male	Swimming	1	1
david grindley, kriss akabusi, roger black, john regis	Great Britain	GBR	Male	Athletics	1	1
