Athlete	CountryCode	Sport	Medals	Appearances
aage larsen, ebbe parsner	DEN	Rowing	1	1
aaron peirsol	USA	Swimming	5	3
aaron peirsol, michael phelps, jason lezak, ian crocker, brendan hansen, matt grevers, mark gangloff, garrett weber-gale	USA	Swimming	1	1
a b bailey, phil boyd, george strange, pat reiffenstein, colonel rice, thomas loudon, donald mackenzie, william wadsworth, joseph wright	CAN	Rowing	1	1
abdalaati iguider	MAR	Athletics	1	1
abdon pamich	ITA	Athletics	2	2
abdoulaye seye	FRA	Athletics	1	1
abebe bikila	ETH	Athletics	2	2
abel kiprop mutai	KEN	Athletics	1	1
abel kirui	KEN	Athletics	1	1
abel kiviat	USA	Athletics	1	1
achim hill	GER	Rowing	2	2
ada kok	NED	Swimming	2	2
adalberts bubenko	LAT	Athletics	1	1
adamski, kuffner, johannesen, reinelt, schmidt, mueller, mennigen, wilke, sauer	GER	Rowing	1	1
adam van koeverden	CAN	Canoeing	4	3
addis abebe	ETH	Athletics	1	1
adolph kiefer	USA	Swimming	1	1
adriana bazon-chelariu, lulia bobeica, elena georgescu, viorica lepadatu, viorica neculai, ioana olteanu, maria paduraru, doina robu	ROM	Rowing	1	1
adrian moorhouse	GBR	Swimming	1	1
agnes geraghty	USA	Swimming	1	1
agneta andersson	SWE	Canoeing	1	1
agneta andersson, anna olsson	SWE	Canoeing	1	1
agneta andersson, ingela ericsson, susanne rosenqvist, anna olsson	SWE	Canoeing	1	1
agneta andersson, susanne gunnarsson-wiberg	SWE	Canoeing	1	1
agneta andersson, susanne gunnarsson-wiberg, eva karlsson, anna olsson	SWE	Canoeing	1	1
agnieszka czopek	POL	Swimming	1	1
agostino abbagnale, davide tizzano	ITA	Rowing	1	1
ahmed salah	DJI	Athletics	1	1
aigars fadejevs	LAT	Athletics	1	1
aileen meagher, mildred dolson, hilda cameron, dorothy brookshaw	CAN	Athletics	1	1
aileen riggin	USA	Swimming	1	1
aina berg, wivan pettersson, gurli everlund, hj?rdis t?pel	SWE	Swimming	1	1
ai shibata	JPN	Swimming	1	1
aissa djabir said-guerni	ALG	Athletics	1	1
akos vereckei, botond storcz, zoltan kammerer, g?bor horv?th	HUN	Canoeing	1	1
alain bernard	FRA	Swimming	2	1
alain lebas	FRA	Canoeing	1	1
alain mimoun	FRA	Athletics	4	3
alain mosconi	FRA	Swimming	1	1
alajos szokolyi	HUN	Athletics	1	1
alan campbell	GBR	Rowing	1	1
alan ford	USA	Swimming	1	1
alan grover, alfred duval, joseph fazio, peter dickson, david douglas, robert shirlaw, michael morgan, gary pearce, john ranch	AUS	Rowing	1	1
alan mcclatchey, brian brinkley, gordon downie, david dunne	GBR	Swimming	1	1
alan pascoe, martin reynolds, david jenkins, david hemery	GBR	Athletics	1	1
alan thompson	NZL	Canoeing	1	1
albert coray	USA	Athletics	1	1
albert hill	GBR	Athletics	2	1
alberto cova	ITA	Athletics	1	1
alberto demiddi	ARG	Rowing	2	2
alberto juantorena	CUB	Athletics	2	1
alberto zorrilla	ARG	Swimming	1	1
albert schwartz	USA	Swimming	1	1
albert vandeweghe	USA	Swimming	1	1
albina osipowich	USA	Swimming	1	1
albin lermusiaux	FRA	Athletics	1	1
albin stenroos	FIN	Athletics	2	2
alb?n vermes	HUN	Swimming	1	1
alejandro casa?as	CUB	Athletics	2	2
aleksandra fedoriva, yulia gushchina, yuliya chermoshanskaya, evgeniya polyakova	RUS	Athletics	1	1
aleksandra gerasimenya	BLR	Swimming	2	1
aleksandr anufriyev	URS	Athletics	1	1
aleksandr berkutov, yury tyukalov	URS	Rowing	2	2
aleksandr chayev	URS	Swimming	1	1
aleksandr lukyanov, viktor omelyanovich, vasily tikhonov, andrey vasilyev, aleksandr dumchev, viktor diduk, veniamin but, nikolay komarov, pavel gurkovsky	URS	Rowing	1	1
aleksandr maseykov, dmitry dovgalenok	URS	Canoeing	1	1
aleksandr popov	RUS	Swimming	3	3
aleksandr popov	URS	Swimming	2	3
aleksandr puchkov	URS	Athletics	1	1
aleksandr rogov	URS	Canoeing	1	1
aleksandr shaparenko	URS	Canoeing	2	2
aleksandr sidorenko	URS	Swimming	1	1
aleksandr silayev	URS	Canoeing	1	1
aleksandr vinogradov, sergey petrenko	URS	Canoeing	1	1
aleksey kudryavtsev, dmitry lepikov, vladimir pyshnenko, yury mukhin, veniamin tayanovich, yevgeny sadovyi	URS	Swimming	1	1
aleksey voyevodin	RUS	Athletics	1	1
alessandro lambruschini	ITA	Athletics	1	1
alessia filippi	ITA	Swimming	1	1
alessio sartori, romano battisti	ITA	Rowing	1	1
alessio sartori, rossano galtarossa	ITA	Rowing	1	1
alexander daleoen	NOR	Swimming	1	1
alexander kostoglod, alexander kovalev	RUS	Canoeing	2	1
alexander luderitz, mark pinger, bengt zikarsky, bj?rn zikarsky, christian tr?ger	GER	Swimming	1	1
alexander mcculloch	GBR	Rowing	1	1
alexander wilson	CAN	Athletics	2	1
alexander wilson, raymond lewis, james ball, philip edwards	CAN	Athletics	1	1
alexander wilson, stanley glover, philip edwards, james ball	CAN	Athletics	1	1
alexandra barr?, sue holloway	CAN	Canoeing	1	1
alexandra tsiavou, christina giazitzidou	GRE	Rowing	1	1
alexandre jany, aldo eminente, jean boiteux, joseph bernardo	FRA	Swimming	1	1
alexandre jany, henri padou, ren? cornu, joseph bernardo	FRA	Swimming	1	1
alex baumann	CAN	Swimming	2	1
alexe dumitru, simion ismailciuc	ROM	Canoeing	1	1
alexey korovashkov, ilya pervukhin	RUS	Canoeing	1	1
alex schwazer	ITA	Athletics	1	1
alf hansen, frank hansen	NOR	Rowing	1	1
alf hansen, lars bj?nness, vetle vinje, rolf thorsen	NOR	Rowing	1	1
alfons dorfner, adolf kainz	AUT	Canoeing	1	1
alfr?d haj?s	HUN	Swimming	1	1
alfred bachmann, heinrich fischer	SUI	Rowing	1	1
alfred dompert	GER	Athletics	1	1
alfred healey	GBR	Athletics	1	1
alfred sageder, josef kloimstein	AUT	Rowing	1	1
alfred tysoe	GBR	Athletics	1	1
alfred wilson, howard kingsbury, leonard carpenter, john miller, al lindley, james rockefeller, benjamin spock, laurence stoddard, frederick sheffield	USA	Rowing	1	1
alfred yego	KEN	Athletics	1	1
aliaksandr bahdanovich, andrei bahdanovich	BLR	Canoeing	2	2
aliaksei abalmasau, raman piatrushenka, vadzim makhneu, artur litvinchuk	BLR	Canoeing	1	1
alice bridges	USA	Swimming	1	1
alice brown	USA	Athletics	1	1
alice mills, petria thomas, giaan rooney, brooke hanson, jodie henry, leisel jones, jessicah schipper	AUS	Swimming	1	1
alicia coutts	AUS	Swimming	2	1
ali ezzine	MAR	Athletics	1	1
ali saidi-sief	ALG	Athletics	1	1
allan lawrence	AUS	Athletics	1	1
allan wells	GBR	Athletics	2	1
allan wood	AUS	Swimming	2	1
allen johnson	USA	Athletics	1	1
allen stack	USA	Swimming	1	1
allen woodring	USA	Athletics	1	1
allison schmitt	USA	Swimming	2	1
allison wagner	USA	Swimming	1	1
allyson felix	USA	Athletics	3	3
allyson felix, deedee trotter, sanya richards-ross, francena mccorory	USA	Athletics	1	1
allyson felix, tianna madison, bianca knight, carmelita jeter	USA	Athletics	1	1
alonzo babers	USA	Athletics	1	1
alva colqhoun, lorraine crapp, dawn fraser, ilsa konrads	AUS	Swimming	1	1
alvah meyer	USA	Athletics	1	1
alvin harrison	USA	Athletics	1	1
alvin harrison, derek mills, lamont smith, anthuan maybank	USA	Athletics	1	1
alvin kraenzlein	USA	Athletics	1	1
alwyn morris, hugh fisher	CAN	Canoeing	1	1
amadou dia b?	SEN	Athletics	1	1
amanda beard	USA	Swimming	5	3
amaury leveaux	FRA	Swimming	1	1
amaury leveaux, clement lefert, gregory mallet, yannick agnel	FRA	Swimming	1	1
ambrose gaines	USA	Swimming	1	1
amos biwott	KEN	Athletics	1	1
amy van dyken	USA	Swimming	2	1
amy van dyken, jenny thompson, angel martino, kristine quance, catherine fox, amanda beard, beth botsford, whitney hedgepeth	USA	Swimming	1	1
amy white	USA	Swimming	1	1
ana guevara	MEX	Athletics	1	1
ana quirot	CUB	Athletics	2	2
anastasia zueva	RUS	Swimming	1	1
anatoly grishin, nikolay chuzhikov, vyacheslav ionov, vladimir morozov	URS	Canoeing	1	1
anatoly mikhaylov	URS	Athletics	1	1
anatoly sass, aleksandr timoshinin	URS	Rowing	1	1
anca patrascoiu	ROM	Swimming	1	1
anders g?rderud	SWE	Athletics	1	1
anders holmertz	SWE	Swimming	3	2
anders holmertz, lars fr?lander, tommy werner, christer wallin	SWE	Swimming	1	1
andrea gyarmati	HUN	Swimming	2	1
andrea pollack	GDR	Swimming	3	2
andrea pollack, claudia hempel, kornelia ender, petra priemer	GDR	Swimming	1	1
andrea pollack, hannelore anke, kornelia ender, ulrike richter	GDR	Swimming	1	1
andreas dittmer	GER	Canoeing	4	2
andreas dittmer, gunar kirchbach	GER	Canoeing	1	1
andreas hajek, andr? steiner, stephan volkert, andr? willms	GER	Rowing	1	1
andreas ihle, martin hollstein	GER	Canoeing	1	1
andreas st?hle	GDR	Canoeing	1	1
andreas szigat, christian tr?ger, mark pinger, dirk richter, jonathon cleveland, steffen zesner, bengt zikarsky	GER	Swimming	1	1
andrei igorov	ROM	Canoeing	1	1
andre phillips	USA	Athletics	1	1
andrew byrnes, kyle hamilton, malcolm howard, adam kreek, ben rutledge, brian price, kevin light, jake wetzel, dominic sieterle	CAN	Rowing	1	1
andrew charlton	AUS	Swimming	4	2
andrew charlton, maurice christie, frank beaurepaire, ernest henry	AUS	Swimming	1	1
andrew jameson	GBR	Swimming	1	1
andrew lauterstein	AUS	Swimming	1	1
andrew lauterstein, patrick murphy, ashley callus, leith brodie, eamon sullivan, matt targett	AUS	Swimming	1	1
andrew triggs-hodge, steve williams, peter reed, tom james	GBR	Rowing	1	1
andrew trim, danny collins	AUS	Canoeing	1	1
andrey bogdanov, sergey koplyakov, andrey krylov, vladimir raskatov	URS	Swimming	1	1
andrey grechin, danila izotov, nikita lobintsev, vladimir morozov	RUS	Swimming	1	1
andrey korneyev	RUS	Swimming	1	1
andrey krylov	URS	Swimming	2	1
andrey perlov	URS	Athletics	1	1
andrey smirnov	URS	Swimming	1	1
andr? gaudin	FRA	Rowing	1	1
andrian dushev, milko kazanov	BUL	Canoeing	1	1
andriy serdinov	UKR	Swimming	1	1
andr?s hargitay	HUN	Swimming	1	1
andr? silva, arnaldo silva, edson ribeiro, robson da silva	BRA	Athletics	1	1
andr? wohllebe	GDR	Canoeing	1	1
andr? wohllebe, andreas st?hle, hans-j?rg bliesener, kay bluhm	GDR	Canoeing	1	1
andrzej badewski	POL	Athletics	1	1
andrzej gronowicz, jerzy opara	POL	Canoeing	1	1
andrzej zieliwski, wieslaw maniak, marian foik, marian dudziak	POL	Athletics	1	1
andy holmes, steven redgrave	GBR	Rowing	1	1
andy stanfield	USA	Athletics	2	2
aneta konieczna, beata mikolajczyk	POL	Canoeing	1	1
aneta pastuszka, beata sokolowska	POL	Canoeing	2	2
anette r?ckes, rita wilden, hildegard falck, inge b?dding	FRG	Athletics	1	1
anett schuck, manuela mucke, birgit fischer, katrin wagner	GER	Canoeing	1	1
angela alupei, constanta burcica-pipota	ROM	Rowing	1	1
angela bailey, france gareau, angella taylor, marita payne	CAN	Athletics	1	1
angela kennedy, helen denman, samantha riley, sarah ryan, nicole stevenson, susan o'neill	AUS	Swimming	1	1
angel martino	USA	Swimming	3	2
angelo taylor	USA	Athletics	2	2
angelo taylor, tony mcquay, bryshon nellum, joshua mance	USA	Athletics	1	1
anier garcia	CUB	Athletics	2	2
anita lonsbrough	GBR	Swimming	1	1
anita nall	USA	Swimming	2	1
anke m?hring	GDR	Swimming	1	1
anna olsson, susanne rosenqvist, maria haglund, agneta andersson	SWE	Canoeing	1	1
anna pfeffer	HUN	Canoeing	1	1
anna pfeffer, katalin rozsny?i	HUN	Canoeing	1	1
anna seaton, stephanie maxwell-pierson	USA	Rowing	1	1
ann curtis	USA	Swimming	2	1
annegret richter	FRG	Athletics	2	1
annelie ehrhardt	GDR	Athletics	1	1
annelies bredael	BEL	Rowing	1	1
anne marden	USA	Rowing	1	1
annemarie cox, annemiek derckx	NED	Canoeing	1	1
annemarie verstappen	NED	Swimming	2	1
annemiek de haan, hurnet dekkers, nienke hommes, esther worhel, froukje wegman, annemarieke van rumpt, marlies smulders, helen tanger, sarah siegelaar	NED	Rowing	1	1
annemiek derckx	NED	Canoeing	1	1
anne ottenbrite	CAN	Swimming	2	1
anne poleska	GER	Swimming	1	1
annie vernon, debbie flood, katherine grainger, frances houghton	GBR	Rowing	1	1
